id		x		y		z		qx		qy		qz		qw					covariance(major diagonal)


1089	-9.0178	-8.0036	-0.1988	0.0179	0.0321	0.9993	0.0071	18.1925	18.4824	0.4410	0.1660	0.1709	2.7326
1090	-9.9789	-8.0061	-0.1505	-0.0089	0.0179	-0.9991	0.0381	18.1925	18.4824	0.4410	0.1660	0.1709	2.7326
1091	-9.9968	-8.1102	-0.0640	0.0392	-0.0450	-0.7048	0.7069	17.9871	18.1275	0.4341	0.1598	0.1690	2.6292
1092	-10.0414	-8.0006	-0.1944	0.0122	0.0311	0.9994	0.0070	17.6397	17.7653	0.4321	0.1593	0.1685	2.6069
1093	-11.0349	-7.9282	0.2296	0.0093	-0.0060	0.9999	0.0084	17.4456	17.5451	0.4260	0.1580	0.1672	2.5954
1094	-12.0099	-7.9757	-0.5907	0.0337	-0.0298	0.9973	0.0586	17.4456	17.5451	0.4260	0.1580	0.1672	2.5954
1095	-11.9456	-8.0006	-0.1913	-0.0344	-0.0270	-0.6846	0.7276	17.2753	17.3518	0.4121	0.1472	0.1634	2.5373
1096	-11.9967	-9.0215	0.2083	0.0400	0.0308	-0.7179	0.6943	17.1063	17.2006	0.4118	0.1472	0.1631	2.5266
1097	-12.0360	-10.0012	-0.5506	0.0133	-0.0279	-0.7264	0.6865	17.0231	17.0835	0.4002	0.1382	0.1596	2.4675
1098	-12.0003	-10.0127	0.0635	0.0100	-0.0233	-0.9989	0.0404	17.0231	17.0835	0.4002	0.1382	0.1596	2.4675
1099	-11.9645	-9.9862	0.2766	0.0641	0.0216	0.6888	0.7218	16.7266	16.7289	0.3946	0.1324	0.1580	2.3854
1100	-12.0408	-8.9672	0.0640	-0.0299	-0.0414	0.7379	0.6730	16.7196	16.7189	0.3942	0.1311	0.1579	2.3807
